"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","qtrly_estabs_count","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs_count","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_count_chg","oty_qtrly_estabs_count_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"17089","5","21","74","0","2016","4","","Kane County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",11,148,151,149,3255662,102294,5791,1677,"",0.23,0.17,0.17,0.17,0.16,0.11,0.15,0.95,"",-1,-8.3,-2,-1.3,0,0.0,-4,-2.6,-198203,-5.7,15258,17.5,1212,26.5,-79,-4.5
"17091","5","21","74","0","2016","1","N","Kankakee County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",3,0,0,0,0,0,0,0,"N",0.35,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17091","5","21","74","0","2016","2","N","Kankakee County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",3,0,0,0,0,0,0,0,"N",0.35,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17091","5","21","74","0","2016","3","N","Kankakee County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",3,0,0,0,0,0,0,0,"N",0.36,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17091","5","21","74","0","2016","4","N","Kankakee County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",3,0,0,0,0,0,0,0,"N",0.36,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17093","5","21","74","0","2016","1","N","Kendall County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.24,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17093","5","21","74","0","2016","2","N","Kendall County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.25,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17093","5","21","74","0","2016","3","N","Kendall County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.25,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17093","5","21","74","0","2016","4","N","Kendall County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.25,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17095","5","21","74","0","2016","1","N","Knox County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.51,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17095","5","21","74","0","2016","2","N","Knox County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.52,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17095","5","21","74","0","2016","3","N","Knox County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.53,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17095","5","21","74","0","2016","4","N","Knox County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.53,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17097","5","21","74","0","2016","1","N","Lake County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",5,0,0,0,0,0,0,0,"N",0.06,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17097","5","21","74","0","2016","2","N","Lake County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",5,0,0,0,0,0,0,0,"N",0.06,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17097","5","21","74","0","2016","3","N","Lake County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",5,0,0,0,0,0,0,0,"N",0.07,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17097","5","21","74","0","2016","4","N","Lake County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",5,0,0,0,0,0,0,0,"N",0.07,0,0,0,0,0,0,0,"N",1,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17099","5","21","74","0","2016","1","","LaSalle County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",12,760,753,759,17094399,9449001,205507,1736,"",1.22,3.78,3.77,3.89,3.76,4.12,2.72,0.99,"",1,9.1,25,3.4,-6,-0.8,-5,-0.7,-2810249,-14.1,127210,1.4,-1279,-0.6,-298,-14.7
"17099","5","21","74","0","2016","2","","LaSalle County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",12,742,731,730,15335143,790069,19547,1606,"",1.24,3.97,3.95,3.97,4.17,1.56,1.07,1.05,"",1,9.1,-16,-2.1,-20,-2.7,-36,-4.7,-177116,-1.1,-63693,-7.5,-3066,-13.6,32,2.0
"17099","5","21","74","0","2016","3","","LaSalle County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",12,724,731,731,17262991,280535,7080,1822,"",1.26,4.02,4.06,4.07,4.81,1.19,0.69,1.19,"",1,9.1,-33,-4.4,-23,-3.1,-12,-1.6,2146564,14.2,-64581,-18.7,-2097,-22.9,274,17.7
"17099","5","21","74","0","2016","4","","LaSalle County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",12,746,752,753,17926144,513798,9828,1838,"",1.28,4.16,4.22,4.22,4.92,2.82,1.35,1.17,"",0,0.0,4,0.5,2,0.3,5,0.7,1340153,8.1,301412,141.9,4464,83.2,129,7.5
"17101","5","21","74","0","2016","1","","Lawrence County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",16,214,205,191,2391109,1992384,59497,905,"",14.59,10.25,9.75,9.25,5.32,8.01,7.20,0.55,"",-2,-11.1,-119,-35.7,-121,-37.1,-121,-38.8,-3146013,-56.8,-1604469,-44.6,-34064,-36.4,-411,-31.2
"17101","5","21","74","0","2016","2","","Lawrence County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",16,164,171,185,2080270,549673,16678,923,"",14.95,8.51,8.95,9.47,5.95,9.74,9.31,0.66,"",-1,-5.9,-136,-45.3,-150,-46.7,-142,-43.4,-2204198,-51.4,-263755,-32.4,-15843,-48.7,-120,-11.5
"17101","5","21","74","0","2016","3","","Lawrence County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",16,188,264,267,2951956,594489,27063,947,"",15.29,9.68,13.66,13.84,8.49,23.27,24.95,0.68,"",-1,-5.9,-136,-42.0,-63,-19.3,-55,-17.1,-1635313,-35.6,247513,71.3,12251,82.7,-141,-13.0
"17101","5","21","74","0","2016","4","","Lawrence County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",16,163,162,129,2595148,739428,26037,1319,"",15.31,8.72,8.67,6.78,7.50,37.05,33.78,0.93,"",-1,-5.9,-147,-47.4,-143,-46.9,-158,-55.1,-2339299,-47.4,549454,289.2,19204,281.0,57,4.5
"17103","5","21","74","0","2016","1","","Lee County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",3,62,64,65,1439027,816027,63177,1739,"",1.11,1.01,1.08,1.12,1.08,1.33,3.34,1.01,"",0,0.0,-4,-6.1,20,45.5,32,97.0,308770,27.3,39118,5.0,-70,-0.1,-85,-4.7
"17103","5","21","74","0","2016","2","","Lee County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",3,44,43,47,972997,30029,2326,1676,"",1.13,0.78,0.77,0.85,0.89,0.21,0.46,1.12,"",0,0.0,-10,-18.5,-13,-23.2,-17,-26.6,-355289,-26.7,-50705,-62.8,-4254,-64.7,-86,-4.9
"17103","5","21","74","0","2016","3","","Lee County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",3,48,50,42,1118073,16721,1296,1843,"",1.16,0.86,0.91,0.77,1.04,0.29,0.56,1.22,"",0,0.0,-18,-27.3,-18,-26.5,-26,-38.2,-653623,-36.9,-61191,-78.5,-5049,-79.6,-181,-8.9
"17103","5","21","74","0","2016","4","","Lee County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",3,56,56,52,1523549,30959,2399,2144,"",1.17,1.00,1.03,0.95,1.39,0.69,1.29,1.40,"",0,0.0,-3,-5.1,-7,-11.1,-8,-13.3,-243884,-13.8,20411,193.5,1540,179.3,-97,-4.3
"17105","5","21","74","0","2016","1","N","Livingston County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",3,0,0,0,0,0,0,0,"N",0.92,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17105","5","21","74","0","2016","2","N","Livingston County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",3,0,0,0,0,0,0,0,"N",0.92,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17105","5","21","74","0","2016","3","N","Livingston County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",3,0,0,0,0,0,0,0,"N",0.94,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17105","5","21","74","0","2016","4","N","Livingston County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",3,0,0,0,0,0,0,0,"N",0.95,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17107","5","21","74","0","2016","1","N","Logan County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.45,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17107","5","21","74","0","2016","2","N","Logan County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.46,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17107","5","21","74","0","2016","3","N","Logan County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.46,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17107","5","21","74","0","2016","4","N","Logan County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.47,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17109","5","21","74","0","2016","1","N","McDonough County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.43,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17109","5","21","74","0","2016","2","N","McDonough County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.43,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17109","5","21","74","0","2016","3","N","McDonough County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.44,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17109","5","21","74","0","2016","4","N","McDonough County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.44,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17111","5","21","74","0","2016","1","N","McHenry County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",11,0,0,0,0,0,0,0,"N",0.36,0,0,0,0,0,0,0,"N",-1,-8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17111","5","21","74","0","2016","2","N","McHenry County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",11,0,0,0,0,0,0,0,"N",0.36,0,0,0,0,0,0,0,"N",-1,-8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17111","5","21","74","0","2016","3","N","McHenry County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",11,0,0,0,0,0,0,0,"N",0.37,0,0,0,0,0,0,0,"N",-1,-8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17111","5","21","74","0","2016","4","","McHenry County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",11,51,53,47,958081,37762,2078,1464,"",0.37,0.12,0.13,0.12,0.11,0.08,0.12,0.89,"",-1,-8.3,-5,-8.9,-1,-1.9,-7,-13.0,-162957,-14.5,-33224,-46.8,-3086,-59.8,-113,-7.2
"17113","5","21","74","0","2016","1","","McLean County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",5,20,20,20,262937,223074,13457,1011,"",0.38,0.05,0.05,0.05,0.03,0.05,0.12,0.53,"N",2,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17113","5","21","74","0","2016","2","","McLean County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",5,22,22,22,361965,59617,3674,1266,"",0.38,0.06,0.06,0.06,0.04,0.07,0.13,0.58,"",0,0.0,0,0.0,-3,-12.0,-3,-12.0,-13689,-3.6,-48385,-44.8,-1348,-26.8,62,5.1
"17113","5","21","74","0","2016","3","","McLean County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",5,21,22,22,408690,14830,986,1451,"",0.39,0.06,0.06,0.06,0.05,0.04,0.06,0.81,"",0,0.0,-5,-19.2,-3,-12.0,-2,-8.3,-72706,-15.1,-29259,-66.4,-711,-41.9,-30,-2.0
"17113","5","21","74","0","2016","4","","McLean County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",5,22,22,20,690280,5657,376,2489,"",0.39,0.06,0.06,0.06,0.09,0.02,0.03,1.48,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17115","5","21","74","0","2016","1","N","Macon County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",4,0,0,0,0,0,0,0,"N",0.46,0,0,0,0,0,0,0,"N",-1,-20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17115","5","21","74","0","2016","2","N","Macon County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",4,0,0,0,0,0,0,0,"N",0.47,0,0,0,0,0,0,0,"N",-1,-20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17115","5","21","74","0","2016","3","N","Macon County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",4,0,0,0,0,0,0,0,"N",0.48,0,0,0,0,0,0,0,"N",-1,-20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17115","5","21","74","0","2016","4","N","Macon County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",4,0,0,0,0,0,0,0,"N",0.49,0,0,0,0,0,0,0,"N",-1,-20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17117","5","21","74","0","2016","1","N","Macoupin County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.56,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17117","5","21","74","0","2016","2","N","Macoupin County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.58,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17117","5","21","74","0","2016","3","N","Macoupin County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.58,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17117","5","21","74","0","2016","4","N","Macoupin County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.59,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17119","5","21","74","0","2016","1","","Madison County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",13,156,150,154,1944249,1611627,106842,975,"",0.62,0.34,0.34,0.35,0.20,0.32,0.55,0.58,"",1,8.3,-3,-1.9,-6,-3.8,-6,-3.8,61084,3.2,120872,8.1,-3999,-3.6,60,6.6
"17119","5","21","74","0","2016","2","","Madison County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",13,161,160,158,2192362,405894,22802,1056,"",0.63,0.38,0.38,0.38,0.28,0.35,0.47,0.72,"",0,0.0,3,1.9,-9,-5.3,0,0.0,-60818,-2.7,-107897,-21.0,-6919,-23.3,-16,-1.5
"17119","5","21","74","0","2016","3","","Madison County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",13,162,157,137,2155087,167139,9827,1091,"",0.63,0.40,0.38,0.33,0.28,0.31,0.37,0.75,"",-1,-7.1,7,4.5,-8,-4.8,-30,-18.0,-226184,-9.5,-40383,-19.5,-2614,-21.0,-37,-3.3
"17119","5","21","74","0","2016","4","","Madison County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",11,135,134,135,1850338,104665,6054,1057,"",0.54,0.32,0.32,0.32,0.22,0.21,0.25,0.69,"",-3,-21.4,-43,-24.2,-39,-22.5,-20,-12.9,-603298,-24.6,-13565,-11.5,253,4.4,-62,-5.5
"17121","5","21","74","0","2016","1","","Marion County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",19,110,96,86,1201921,854024,19263,950,"",5.84,1.82,1.63,1.48,1.11,1.33,1.04,0.68,"",0,0.0,-43,-28.1,-56,-36.8,-53,-38.1,-392296,-24.6,-314488,-26.9,-17837,-48.1,121,14.6
"17121","5","21","74","0","2016","2","","Marion County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",19,84,89,94,1097313,281842,9121,948,"",5.91,1.49,1.61,1.71,1.17,1.74,1.76,0.73,"",0,0.0,-33,-28.2,-44,-33.1,-29,-23.6,-1155704,-51.3,-114929,-29.0,-7385,-44.7,-446,-32.0
"17121","5","21","74","0","2016","3","","Marion County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",19,95,102,102,1224350,203039,10671,945,"",6.00,1.77,1.90,1.92,1.33,2.82,3.62,0.71,"",0,0.0,-35,-26.9,-26,-20.3,-20,-16.4,-320637,-20.8,8151,4.2,267,2.6,7,0.7
"17121","5","21","74","0","2016","4","","Marion County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",19,103,103,107,1145648,152353,7221,845,"",6.03,1.90,1.91,1.97,1.24,2.76,3.34,0.64,"",0,0.0,-17,-14.2,-13,-11.2,-12,-10.1,-307058,-21.1,39269,34.7,1894,35.6,-99,-10.5
"17123","5","21","74","0","2016","1","","Marshall County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",3,10,16,18,176124,171194,12390,924,"",2.93,0.74,1.20,1.37,0.71,1.05,2.16,0.65,"",0,0.0,-5,-33.3,1,6.7,4,28.6,1592,0.9,3570,2.1,-146,-1.2,9,1.0
"17123","5","21","74","0","2016","2","","Marshall County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",3,21,20,22,264034,93869,7184,967,"",2.97,1.63,1.56,1.71,1.18,2.31,4.23,0.72,"",0,0.0,0,0.0,-3,-13.0,-2,-8.3,34369,15.0,-3716,-3.8,-770,-9.7,188,24.1
"17123","5","21","74","0","2016","3","","Marshall County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",3,21,21,22,282186,22192,1482,1017,"",3.06,1.64,1.64,1.74,1.25,1.33,2.28,0.75,"",0,0.0,-1,-4.5,-2,-8.7,-2,-8.3,18400,7.0,-27983,-55.8,-2597,-63.7,135,15.3
"17123","5","21","74","0","2016","4","","Marshall County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",3,22,22,20,292147,4633,250,1053,"",3.15,1.77,1.77,1.63,1.39,0.37,0.53,0.81,"",0,0.0,0,0.0,2,10.0,1,5.3,21639,8.0,-12589,-73.1,-1103,-81.5,30,2.9
"17125","5","21","74","0","2016","1","N","Mason County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.82,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17125","5","21","74","0","2016","2","N","Mason County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.84,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17125","5","21","74","0","2016","3","N","Mason County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.88,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17125","5","21","74","0","2016","4","N","Mason County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.89,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17129","5","21","74","0","2016","1","N","Menard County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",1.12,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17129","5","21","74","0","2016","2","N","Menard County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",1.14,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17129","5","21","74","0","2016","3","N","Menard County, Illinois","Private","NAICS 21 Mining, quarrying, and oil and gas extraction","County, NAICS Sector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",1.16,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
